web-scraper-order,url,name,imgSrc,ratecount,description,pricTag
1619774264-4318,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=21&pricing=all&requirements=off&sort_by=relevance,Globo Request a Quote,https://cdn.shopify.com/app-store/listing_images/f9d9fb303f0c27b71bb5b43b0ec0fb3c/icon/CIeNy730lu8CEAE=.png?height=72&width=72,175,"Request a Quote, Convert a Quote to Order, Hide Price",Free plan available
1619774258-4257,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=23&pricing=all&requirements=off&sort_by=relevance,Wishlist King,https://cdn.shopify.com/app-store/listing_images/4d45c9492efce6b4965d75eb55be0252/icon/CJiFhtP0lu8CEAE=.png?height=72&width=72,211,The Wishlist app that works. Customisable. Free Setup.,14-day free trial
1619774273-4373,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=18&pricing=all&requirements=off&sort_by=relevance,Reputon for Google Reviews,https://cdn.shopify.com/app-store/listing_images/02390e57cc10c164770a62f5ff798ec9/icon/CLS1rKf0lu8CEAE=.png?height=72&width=72,112,Embed Google reviews. Google rating widget & testimonials.,7-day free trial
1619774188-3709,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=46&pricing=all&requirements=off&sort_by=relevance,Product Accessories,https://cdn.shopify.com/app-store/listing_images/98e2ddb5ee11fe3ed90331ee56f55985/icon/CMjop7L0lu8CEAE=.png?height=72&width=72,147,One click upsells for related product accessories,10-day free trial
1619774306-4641,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=7&pricing=all&requirements=off&sort_by=relevance,Shopping Feed for Google,https://cdn.shopify.com/app-store/listing_images/3a0a9be8bb54bb8cd25cb2f7c6381d19/icon/CKPp99j0lu8CEAE=.jpg?height=72&quality=90&width=72,711,"Buy On Google(Order), Free Listing, Google Shopping Ads & Feed",Free plan available
1619774312-4702,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=5&pricing=all&requirements=off&sort_by=relevance,POP! Sales Pop & Social Proof,https://cdn.shopify.com/app-store/listing_images/15323799e5eda63156274a76cfd4e2a8/icon/CInAqrT0lu8CEAE=.png?height=72&width=72,6768,Sales Pop Up & Recent Sales Popup for Social Proof,Free plan available
1619773990-2120,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=112&pricing=all&requirements=off&sort_by=relevance,Now Back in Stock,https://cdn.shopify.com/app-store/listing_images/15218db7d7a7d742b7017a9dc6c16f4d/icon/CIDznbP0lu8CEAE=.png?height=72&width=72,112,Back In Stock Alerts for Out of Stock Products,14-day free trial
1619774315-4728,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=4&pricing=all&requirements=off&sort_by=relevance,SEO Booster ? SEO Marketing,https://cdn.shopify.com/app-store/listing_images/57953f1b3d5799998ef9e4eaafc2a0e0/icon/CIXg86v0lu8CEAE=.png?height=72&width=72,1949,Auto optimize SEO & Google traffic daily. Beginner to Advanced,Free plan available
1619774264-4313,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=21&pricing=all&requirements=off&sort_by=relevance,Plobal ? Mobile App Builder,https://cdn.shopify.com/app-store/listing_images/323542e03f834c1f07abb0cdf4d9a3ab/icon/CLzXotL0lu8CEAE=.png?height=72&width=72,376,Automated mobile app trusted by the world's largest brands,7-day free trial
1619774185-3685,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=47&pricing=all&requirements=off&sort_by=relevance,Dropship Beauty,https://cdn.shopify.com/app-store/listing_images/e94da03446cb08461131fa43d45d187d/icon/CPjior70lu8CEAE=.jpg?height=72&quality=90&width=72,104,"Hair Extensions, Wigs, 3D Lashes and More shipped from the USA",Free plan available
1619774315-4716,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=4&pricing=all&requirements=off&sort_by=relevance,Infinite Product Options,https://cdn.shopify.com/app-store/listing_images/4a60d8b5eaf751b3d02d0dc8c28a23b4/icon/CIjDr5fam/ACEAE=.png?height=72&width=72,1036,Infinite Options for Custom Products with Infinite Variants,Free plan available
1619774304-4625,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=8&pricing=all&requirements=off&sort_by=relevance,AC Email Marketing Automation,https://cdn.shopify.com/app-store/listing_images/94d9a63cdec09cb686ef3df19493797e/icon/CMfSidT0lu8CEAE=.jpg?height=72&quality=90&width=72,241,ActiveCampaign: Customer Experience & Marketing Automation,14-day free trial
1619773957-1859,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=123&pricing=all&requirements=off&sort_by=relevance,Liana · Rewards & Loyalty,https://cdn.shopify.com/app-store/listing_images/6d39edbdfcf53386322f969226eaea61/icon/CMng4bH0lu8CEAE=.png?height=72&width=72,147,Make your customers addicted to your shop,Free plan available
1619774135-3310,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=63&pricing=all&requirements=off&sort_by=relevance,WhatShare,https://cdn.shopify.com/app-store/listing_images/366e443d8cf1ddf80eeb653594374e3a/icon/CMzB9r30lu8CEAE=.png?height=72&width=72,393,Let your customers be your store ambassadors!,Free to install
1619774249-4193,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=26&pricing=all&requirements=off&sort_by=relevance,ClickShip,https://cdn.shopify.com/app-store/listing_images/6d85d4f1143a496850fd67ef0e665b8e/icon/CLDphL30lu8CEAE=.png?height=72&width=72,114,Canada’s Leader in Discounted Shipping,Free to install
1619774318-4729,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=3&pricing=all&requirements=off&sort_by=relevance,ModeMagic Badges: Sale Booster,https://cdn.shopify.com/app-store/listing_images/70a074b87b07f9468ceafd018c360396/icon/CL/ft/row+8CEAE=.jpeg?height=72&quality=90&width=72,317,"Grab customer attention with product badges, labels & stickers",Free plan available
1619774282-4452,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=15&pricing=all&requirements=off&sort_by=relevance,Dynamic Currency Converter,https://cdn.shopify.com/app-store/listing_images/cf239c8711877a80b301350bc4d4a9ba/icon/CMW47cz0lu8CEAE=.jpg?height=72&quality=90&width=72,430,Multi Currency Converter With Auto Currency Switcher Feature.,Free plan available
1619774176-3614,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=50&pricing=all&requirements=off&sort_by=relevance,Tone SMS Marketing,https://cdn.shopify.com/app-store/listing_images/b8a9afcca54c9999a80f4299b8e39889/icon/CIDat9P0lu8CEAE=.jpg?height=72&quality=90&width=72,211,Launch SMS Campaigns + Recover Carts + Automate Conversations,Free plan available
1619774285-4478,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=14&pricing=all&requirements=off&sort_by=relevance,"SEO, JSON?LD, Schema",https://cdn.shopify.com/app-store/listing_images/c2a361e66c697e383e112ac2069b0637/icon/CPHOhNL0lu8CEAE=.png?height=72&width=72,129,"Breadcrumbs, Rich Snippets, Add Review Google Search",Free
1619773954-1846,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=124&pricing=all&requirements=off&sort_by=relevance,Free Shipping & Hello Bar,https://cdn.shopify.com/app-store/listing_images/484720c71030c8ecff6741943a814265/icon/CIvy1sP0lu8CEAE=.jpg?height=72&quality=90&width=72,112,Offer free shipping or welcome your clients with beautiful bar,90-day free trial
1619774063-2736,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=87&pricing=all&requirements=off&sort_by=relevance,Secomapp: Customer Attribute,https://cdn.shopify.com/app-store/listing_images/f17b9624f5f16900f1e2a11fc99891a0/icon/CI7E1bz0lu8CEAE=.png?height=72&width=72,242,Add unlimited number of fields to registration and cart page,Free plan available
1619774291-4513,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=12&pricing=all&requirements=off&sort_by=relevance,DropCommerce: US Dropshipping,https://cdn.shopify.com/app-store/listing_images/ff1499c017de6b854f6f2d111fa77982/icon/CMXF+b30lu8CEAE=.png?height=72&width=72,204,Fast 3-7 day shipping from high quality brands in US & Canada.,Free plan available
1619774066-2757,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=86&pricing=all&requirements=off&sort_by=relevance,Variant Image Penguin,https://cdn.shopify.com/app-store/listing_images/4213d2536de8a31402477ba5ca36037b/icon/CJPgjrP0lu8CEAE=.jpg?height=72&quality=90&width=72,115,"Assign multiple images to variants, clean up your product page",16-day free trial
1619774321-4768,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=2&pricing=all&requirements=off&sort_by=relevance,Smile: Rewards & Loyalty,https://cdn.shopify.com/app-store/listing_images/439617d93d452f065b8cd6122493ccc3/icon/CPHVlb70lu8CEAE=.png?height=72&width=72,3853,Points & referrals. Attract & retain your most loyal customers,Free plan available
1619774276-4416,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=17&pricing=all&requirements=off&sort_by=relevance,Order Tags and Automation,https://cdn.shopify.com/app-store/listing_images/c297552e424e8bf8685248e16b203fbf/icon/CLKRkLz0lu8CEAE=.png?height=72&width=72,174,Smart Order Tagger - auto tag orders to save time and automate,7-day free trial
1619774132-3275,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=64&pricing=all&requirements=off&sort_by=relevance,Rating?Widget: 5?Star Reviews,https://cdn.shopify.com/app-store/listing_images/ef496811117d60cadceadf8bf654b581/icon/CMbR8c30lu8CEAE=.png?height=72&width=72,104,"Instant, SEO friendly, GDPR ready, product ratings collection",Free plan available
1619774236-4097,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=30&pricing=all&requirements=off&sort_by=relevance,Shop Phone (formerly Scout),https://cdn.shopify.com/app-store/listing_images/22dbb17db4396af5e0bd18472623162e/icon/CLWzrqv0lu8CEAE=.png?height=72&width=72,177,Grow sales through abandoned alerts and VIP notifications,Free plan available
1619774309-4668,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=6&pricing=all&requirements=off&sort_by=relevance,Facebook & Instagram Shopping,https://cdn.shopify.com/app-store/listing_images/8e58c700f1ecc2539682f6a04a8852c7/icon/CNyDx+T0lu8CEAE=.png?height=72&width=72,156,"Supports Facebook Shop, page shop and Instagram Shopping",Free
1619774287-4506,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=13&pricing=all&requirements=off&sort_by=relevance,Klarna On?Site Messaging,https://cdn.shopify.com/app-store/listing_images/4439684aa13a71f0befb66b3a308e7d4/icon/CKSe1sH0lu8CEAE=.png?height=72&width=72,107,"Join the 15,000+ merchants already promoting pay later options",Free
1619774242-4146,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=28&pricing=all&requirements=off&sort_by=relevance,ShippingEasy,https://cdn.shopify.com/app-store/listing_images/abd1376d67b1954d5973ec80f9bea6d4/icon/CM7OlbH0lu8CEAE=.png?height=72&width=72,573,Set up in minutes. Save hours on shipping.,30-day free trial
1619774306-4647,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=7&pricing=all&requirements=off&sort_by=relevance,Okendo: Product Reviews & UGC,https://cdn.shopify.com/app-store/listing_images/fe55626671bd5da73785c606c2b0752f/icon/CITMlLL0lu8CEAE=.png?height=72&width=72,297,"Product ratings, reviews, photos/videos, UGC, Q&A, feedback.",14-day free trial
1619774287-4512,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=13&pricing=all&requirements=off&sort_by=relevance,Locksmith,https://cdn.shopify.com/app-store/listing_images/9beb0d2bacfb9677b62fefcbfe1facee/icon/CKfayKf0lu8CEAE=.png?height=72&width=72,373,"Access control, for anything in your online store :)",15-day free trial
1619774267-4327,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=20&pricing=all&requirements=off&sort_by=relevance,Wholesale Lock Manager,https://cdn.shopify.com/app-store/listing_images/6754ae7b7cf8cea4dad9b8cbd38907a4/icon/CMK2rMX0lu8CEAE=.jpg?height=72&quality=90&width=72,150,Secure specific pages or your entire storefront with locks!,8-day free trial
1619774306-4643,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=7&pricing=all&requirements=off&sort_by=relevance,Referral Candy,https://cdn.shopify.com/app-store/listing_images/79887e6752b8e806cc8490d1878d7807/icon/CO/nk8L0lu8CEAE=.png?height=72&width=72,1392,Automate referrals and affiliate marketing with word-of-mouth,30-day free trial
1619774282-4445,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=15&pricing=all&requirements=off&sort_by=relevance,Refersion: Affiliate Marketing,https://cdn.shopify.com/app-store/listing_images/b021799cb411d24623b60612a6228f1b/icon/CO2Km7L0lu8CEAE=.jpg?height=72&quality=90&width=72,866,Grow your revenue with the #1 affiliate marketing platform.,14-day free trial
1619774306-4649,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=7&pricing=all&requirements=off&sort_by=relevance,"Pop Up, Email & Exit Pop Ups",https://cdn.shopify.com/app-store/listing_images/0f20b8f5f23dd7825b266e183a2ffd44/icon/CL3U96f0lu8CEAE=.png?height=72&width=72,157,"Email Pop Up, Upsell Exit Intent Popup, Form, Announcement Bar",Free plan available
1619774148-3394,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=59&pricing=all&requirements=off&sort_by=relevance,Discount Box + Wholesale,https://cdn.shopify.com/app-store/listing_images/f6d4d78e9f36b685413a71495a402b34/icon/CN3Ugr70lu8CEAE=.jpg?height=72&quality=90&width=72,238,"Wholesale, Quantity, Volume, Tiered, Cart Discount + 7 more",Free plan available
1619774304-4614,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=8&pricing=all&requirements=off&sort_by=relevance,SEO Image Optimizer Pro ? FREE,https://cdn.shopify.com/app-store/listing_images/872f93c205573cc0bcdf818f4b90f0bf/icon/CKW3jtn0lu8CEAE=.png?height=72&width=72,411,The #1 Automatic SEO Boost. Increase Traffic. Free Forever!,Free
1619774255-4245,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=24&pricing=all&requirements=off&sort_by=relevance,Etsy Integration: Sync & Sell,https://cdn.shopify.com/app-store/listing_images/ddc1c8d369b9066e0eec6cef8abad24e/icon/CJvxk970lu8CEAE=.png?height=72&width=72,106,"Sync products, inventory & orders. More sales with less work!",Free plan available
1619774324-4788,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=1&pricing=all&requirements=off&sort_by=relevance,Ultimate Sales Boost,https://cdn.shopify.com/app-store/listing_images/999f9fea413c682a9ef65825272813e8/icon/CKTT9s30lu8CEAE=.png?height=72&width=72,6896,"Boost sales with urgency, countdown timer, trust badges, BOGO",Free plan available
1619774324-4789,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=1&pricing=all&requirements=off&sort_by=relevance,Ali Reviews ? Product Reviews,https://cdn.shopify.com/app-store/listing_images/1ff5e1954776a87c29b55388172a662f/icon/COn285K9nfACEAE=.png?height=72&width=72,5941,"Photo & Product reviews app, AliExpress reviews boost sales",7-day free trial
